record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
OSHA-2015010311,OSHA,2015010311,1/9/2015,336510,Severe Injury,Injured by slipping or swinging object held by injured worker,"On or about January 9, 2015, an employee incurred a puncture wound to his left hand when he was enlarging a hole in a can with a ""tapper"" hand tool.  The tapper, which he held in his right hand, went through the can into his left hand. The injury resulted in an infection, requiring hospitalization.",,,Injured by slipping or swinging object held by injured worker,"Handtools-nonpowered, unspecified","Puncture wounds, except gunshot wounds",,"ROCHELLE, ILLINOIS","Handtools-nonpowered, unspecified",YES,YES,"Puncture wounds, except gunshot wounds",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010313,OSHA,2015010313,1/9/2015,311230,Severe Injury,Compressed or pinched by shifting objects or equipment,"On January 9, 2015, an employee in the bulk pasta area had the tip of his finger amputated while helping another employee replace the 200- to 250-pound mixer screw. His finger got caught between the mixer and mixer screw.",,,Compressed or pinched by shifting objects or equipment,Screws,Amputations,,"STEELEVILLE, ILLINOIS",Screws,YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010314,OSHA,2015010314,1/9/2015,623210,Severe Injury,Fall on same level due to slipping ,"On or about January 9, 2015 an employee went to warm up their vehicle and while returning into the facility, slipped on ice.",,,Fall on same level due to slipping ,"Ground, unspecified",Nonclassifiable,,"SHELTON, CONNECTICUT","Ground, unspecified",YES,YES,Nonclassifiable,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010315,OSHA,2015010315,1/9/2015,321113,Severe Injury,Caught in running equipment or machinery during regular operation,"On 1/9/15 at 5:45 a.m., a temporary employee of Labor Finders was operating the out feed of the gang saw and reached over to grab a board with the left arm. The employee's clothing became entangled in the rotating shaft. The employee lost the left arm and was hospitalized at Macon Medical.",,,Caught in running equipment or machinery during regular operation,"Sawing machinery-stationary, n.e.c.",Amputations,,"CORDELE, GEORGIA","Sawing machinery-stationary, n.e.c.",YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010316,OSHA,2015010316,1/9/2015,721110,Severe Injury,Struck by or caught in swinging door or gate,Employee pinched the skin on her finger with a door knob.,,,Struck by or caught in swinging door or gate,"Doors, except garage and vehicle","Soreness, pain, hurt-nonspecified injury",,"DALLAS, TEXAS","Doors, except garage and vehicle",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010318,OSHA,2015010318,1/9/2015,211111,Severe Injury,Slip on substance without fall,"On or about January 9, 2015, an employee slipped on ice on the rig floor. He put his right hand out to break his fall. His right index finger was caught between the stump and the Kelly ripping skin off the fingertip. 
The employee was treated an his hand was wrapped in gauze and he returned to work. On or about January 19, 2015, he had surgery and the finger was amputated at the first joint.",,,Slip on substance without fall,"Bodily motion or position of injured, ill worker",Amputations,,"MIDLAND, TEXAS","Bodily motion or position of injured, ill worker",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010319,OSHA,2015010319,1/9/2015,332116,Severe Injury,"Caught in or compressed by equipment or objects, unspecified","An employee's left hand was crushed on January 8, 2015, while using a punch press to assemble parts. The left pinky was amputated the following day on January 9, 2015.",,,"Caught in or compressed by equipment or objects, unspecified",Punch presses,Amputations,,"ATLANTA, GEORGIA",Punch presses,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010320,OSHA,2015010320,1/9/2015,624310,Severe Injury,Other fall to lower level less than 6 feet,A worker fell while exiting a van used to transport him to his designated work site.  He suffered a fractured right femur and will undergo surgery in the hospital overnight.,,,Other fall to lower level less than 6 feet,Passenger van,Fractures,,"MYERSTOWN, PENNSYLVANIA",Passenger van,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010321,OSHA,2015010321,1/9/2015,333243,Severe Injury,Struck against moving part of machinery or equipment,Employee incurred a partial amputation of index finger on left hand while operating a splitting saw.,,,Struck against moving part of machinery or equipment,"Sawing machinery-stationary, n.e.c.",Amputations,,"KITTANNING, PENNSYLVANIA","Sawing machinery-stationary, n.e.c.",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010322,OSHA,2015010322,1/9/2015,484230,Severe Injury,"Struck by falling object or equipment, n.e.c.",Employee in the back of a trailer amputated his thumb while catching a falling pallet truck by the wheel well opening.,,,"Struck by falling object or equipment, n.e.c.",Pallet jack-nonpowered,Amputations,,"PHILADELPHIA, PENNSYLVANIA",Pallet jack-nonpowered,YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010323,OSHA,2015010323,1/9/2015,238210,Severe Injury,"Other fall to lower level, unspecified","An employee was exposed to falls in excess of four feet while working from a ladder to install a communications cable. The ladder slipped, resulting in the employee suffering a fractured tibia.",,,"Other fall to lower level, unspecified","Ladders, unspecified",Fractures,,"COLORADO SPRINGS, COLORADO","Ladders, unspecified",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010325,OSHA,2015010325,1/9/2015,213112,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","On or about January 9, 2014 at about 0535 hrs an employee of Propetrol Services Inc. was repairing a pump at the Mabee 139-202 HA well site 10 miles north of Midland Texas. When he reached into the pump to repair a faulty plunger, the unit ""kicked"" and amputated the tip of his right middle finger. He was driven to Medical Center Hospital in Odessa Texas where the prognosis was that the flesh portion not the bone will be amputated.",,,"Caught in running equipment or machinery during maintenance, cleaning ",Pumps,Amputations,,"MIDLAND, TEXAS",Pumps,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010326,OSHA,2015010326,1/9/2015,331111,Severe Injury,Other fall to lower level 11 to 15 feet ,An employee sustained severe injuries and was hospitalized after he fell approximately 15 feet from the top of the AOD vessel.,,,Other fall to lower level 11 to 15 feet ,"Containers-nonpressurized, n.e.c.","Traumatic injuries and disorders, unspecified",,"ASHLAND, PENNSYLVANIA","Containers-nonpressurized, n.e.c.",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010327,OSHA,2015010327,1/9/2015,311513,Severe Injury,"Caught in or compressed by equipment or objects, n.e.c.","On or about October 8, 2015, at 1135 hours, a worker for Hilmar Cheese Company was unhooking a hose from a truck that he thought had finished unloading heavy cream. The truck was still loading and the hose was under pressure. When the worker unhooked the hose, the valve slammed shut on his finger. The worker was taken to Dalhart Memorial Hospital and later to BSA Hospital in Amarillo, where the distal phalanges of his right index finger were removed due to the extent of his injury.",,,"Caught in or compressed by equipment or objects, n.e.c.","Valves, nozzles",Amputations,,"DALHART, TEXAS","Valves, nozzles",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,High Pressure/Pneumatic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010328,OSHA,2015010328,1/9/2015,622110,Severe Injury,Injured by slipping or swinging object held by injured worker,"Employee was moving pieces of wood into the hospital and incurred a splinter to his hand.  He removed the splinter and a cellulitis infection occurred, requiring hospitalization for treatment.",,,Injured by slipping or swinging object held by injured worker,"Wood, lumber, unspecified","Puncture wounds, except gunshot wounds",,"DIXON, ILLINOIS","Wood, lumber, unspecified",YES,YES,"Puncture wounds, except gunshot wounds",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010330,OSHA,2015010330,1/9/2015,491110,Severe Injury,"Other fall to lower level, unspecified","On January 9, 2015, an employee was walking down the steps at the customer's private residence when he slipped and fell, landing on the sidewalk.  The employee suffered a broken back and five broken ribs. He was hospitalized as result of the accident of January 9, 2015.",,,"Other fall to lower level, unspecified","Stairs, steps-outdoors",Fractures,,"DENVER, COLORADO","Stairs, steps-outdoors",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010331,OSHA,2015010331,1/9/2015,562212,Severe Injury,"Jack-knifed or overturned, nonroadway",Employee was hospitalized due to injuries sustained from rolling over a landfill dozer.,,,"Jack-knifed or overturned, nonroadway","Off-road or industrial vehicle-powered, n.e.c","Traumatic injuries and disorders, unspecified",,"MORRISVILLE, PENNSYLVANIA","Off-road or industrial vehicle-powered, n.e.c",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010332,OSHA,2015010332,1/9/2015,112120,Severe Injury,"Struck by powered vehicle-nontransport, n.e.c.","A worker was providing instructions to two skid steer operators regarding the removal of frozen cattle feces from two cattle lanes. The skid steer operators where side by side, preparing to start the removal process when skid steer operator A honked his horn to get the attention of operator B.  At this time, the worker was walking away from the operators and returning to his truck.  The worker thought the horn was to gain his attention so he turned and walked up to skid steer operator A.  Skid steer operator A did not realize the worker had approached his skid steer and the skid steer began moving in the forward direction.  The worker's left leg was struck and run over by the rear wheel of skid steer A resulting in a fracture to the tibia and fibula.  The injury required surgery and in-patient hospitalization.",,,"Struck by powered vehicle-nontransport, n.e.c.","Skid steer loaders, mini loaders",Fractures,,"LA BELLE, MISSOURI","Skid steer loaders, mini loaders",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010333,OSHA,2015010333,1/9/2015,238130,Severe Injury,Fall through surface or existing opening 6 to 10 feet,"Employees were installing wood trusses on the interior 4th floor level of a newly constructed multi-family dwelling when one employee fell approximately 9 feet to lower level. The injured employee's head struck a nail gun that he was operating when he hit the floor. The injury occurred on January 9, 2015, at approximately 1 p.m.",,,Fall through surface or existing opening 6 to 10 feet,"Trusses, girders, beams-structurally attached, unspecified","Intracranial injuries, unspecified",,"HOUSTON, TEXAS","Trusses, girders, beams-structurally attached, unspecified",YES,YES,"Intracranial injuries, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010334,OSHA,2015010334,1/9/2015,326199,Severe Injury,Nonclassifiable,An employee suffered an amputation while working in the facility.,,,Nonclassifiable,Nonclassifiable,Amputations,,"TROY, ALABAMA",Nonclassifiable,YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010335,OSHA,2015010335,1/9/2015,517212,Severe Injury,Fall through surface or existing opening 16 to 20 feet,"On 1/9/15 at 3:45 p.m., an employee was laying cable on a flat roof and stepped through a skylight. The employee fell 20 feet, fracturing the right ankle. Employee was hospitalized overnight after surgery.",,,Fall through surface or existing opening 16 to 20 feet,Skylights,Fractures,,"VALDOSTA, GEORGIA",Skylights,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010011,OSHA,2015010011,1/10/2015,622310,Severe Injury,"Other fall to lower level, unspecified","Employee 1 slipped on icy stairs and broke L-2, L-3 in her back on 1/10/15 and was hospitalized for the injury. Employee 2 fell while snow-blowing property and broke his hip on 2/5/15; he was hospitalized. Both incidents occurred at 101 Plantation St., Worcester (Company Campus).

Note to user: This record contains two separate events that were reported simultaneously to OSHA by the employer. These events are captured as one report.",,,"Other fall to lower level, unspecified","Stairs, steps-outdoors",Fractures,,"WORCESTER, MASSACHUSETTS","Stairs, steps-outdoors",YES,YES,Fractures,Severe Injury,2.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010336,OSHA,2015010336,1/10/2015,331528,Severe Injury,Contact with hot objects or substances,"Employee was exposed to hot sparks from furnace number 1 in the melt shop, which resulted in his clothing catching on fire. The resulting fire caused second degree burns to the exposed employee and he was hospitalized due to burns.",,,Contact with hot objects or substances,"Scrap, waste, debris, n.e.c.",Second degree heat (thermal) burns,,"CAMBRIDGE, OHIO","Scrap, waste, debris, n.e.c.",YES,YES,Second degree heat (thermal) burns,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
